run_id,lane,strategy,portfolio_id,portfolio_role,family_id,family_group,family_role,independent_family_account,role,credibility_tier,leverage_multiplier,exposure_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,final_validation_completed,rolling_status,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,average_portfolio_turnover,median_portfolio_turnover,unavailable_window_count,worst_stop_enforced_loss,pct_windows_stop_overshoot_gt_50,pct_windows_stop_overshoot_gt_100,average_exposure,median_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,stop_enforced_metric_quality,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes,rolling_metric_quality,rolling_notes
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.004,0.004,0.0,0.0,0.0,0.0,0.0,3002.2609309068102,3002.2609309068102,3013.4350436454415,-64.5172618822246,-556.8690058738721,0.532,0.454,0.0,0.004,0.0,,,0.0,-424.54548769798475,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,review,0.9281150097897868,0.007536436356034149,0.005652327267025612,True,True,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.086,0.086,0.012,0.012,0.0,0.0,0.0,3040.5595719910057,3040.5595719910057,3055.214611824917,-119.90203388185296,-559.8193327810459,0.66,0.332,0.0,0.042,0.006,,,0.0,-528.0495337878806,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,review,0.9330322213017431,0.13519857330335222,0.10139892997751417,True,True,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.228,0.228,0.082,0.082,0.002,0.0,0.002,3073.6534667714363,3073.6534667714363,3087.7736158132084,-157.74556886452524,-603.3051420435645,0.676,0.322,0.0,0.134,0.048,,,0.0,-470.27646109268426,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,hard_stop,1.0055085700726074,0.24551155590478782,0.18413366692859084,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,standard,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.608,0.608,0.344,0.344,0.024,0.002,0.024,3266.3381718518685,3266.3381718518685,3237.736769341702,-219.30500778343685,-720.4415051286528,0.776,0.224,0.002,0.422,0.272,,,0.0,-631.8063113634903,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,hard_stop,1.200735841881088,0.8877939061728951,0.6658454296296713,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.004,0.004,0.0,0.0,0.0,0.0,0.0,3000.728006145815,3000.728006145815,3010.4710430185114,-65.15312219774137,-569.6045163279218,0.516,0.47,0.0,0.004,0.0,,,0.0,-438.8357760777153,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,review,0.9493408605465364,0.0024266871527167193,0.0018200153645375394,True,True,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.084,0.084,0.01,0.01,0.0,0.0,0.0,3038.3441089124917,3038.3441089124917,3050.8082683214902,-120.07457605732543,-572.6191018446593,0.634,0.358,0.0,0.042,0.006,,,0.0,-541.7871738895806,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,review,0.9543651697410989,0.1278136963749724,0.0958602722812293,True,True,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,90.0,deterministic_stratified_sample,500,4793,False,False,completed,0.228,0.228,0.076,0.076,0.006,0.0,0.006,3070.3176729681663,3070.3176729681663,3081.958263332608,-157.66678295817633,-628.2380064040954,0.654,0.344,0.0,0.13,0.042,,,0.0,-474.6053818940477,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,hard_stop,1.0470633440068255,0.2343922432272211,0.17579418242041583,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,leading_practical_etf_candidate,tier3_candidate_validation,1.0,1.0,stress,180.0,deterministic_stratified_sample,500,4703,False,False,completed,0.602,0.602,0.342,0.342,0.024,0.002,0.024,3260.601210551865,3260.601210551865,3228.4612182963137,-222.31315891164422,-749.0063778163922,0.758,0.242,0.0,0.416,0.27,,,0.0,-594.0281282414235,0.0,0.0,,,,,,partial,balanced_speculative_research_v1,hard_stop,1.2483439630273203,0.8686707018395494,0.6515030263796621,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,standard,30.0,deterministic_stratified_sample,500,4853,False,False,completed,0.1,0.1,0.048,0.048,0.054,0.028,0.054,3043.718466642941,3043.0643571897444,3028.792476780047,-127.1525491152272,-933.3183345711877,0.606,0.394,0.028,0.07,0.032,,,0.0,-767.7846609753828,0.028,0.012,,,,,,partial,balanced_speculative_research_v1,hard_stop,1.5555305576186462,0.14354785729914815,0.1076608929743611,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
20260601_234739,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,aggressive_equity_benchmark,benchmark,1.0,1.0,standard,60.0,deterministic_stratified_sample,500,4823,False,False,completed,0.228,0.228,0.112,0.112,0.102,0.058,0.102,3091.7487290594877,3090.252064192721,3065.4930211378196,-195.016048795527,-1252.2085841397995,0.678,0.322,0.032,0.142,0.08,,,0.0,-796.3356443392936,0.046,0.014,,,,,,partial,balanced_speculative_research_v1,hard_stop,2.087014306899666,0.300840213975736,0.225630160481802,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,"Independent family row: separate $3,000 account; not a portfolio mix.",family_sample_or_partial,Computed from cached adjusted prices or exact fixed-rule benchmark weights; raw OHLCV excluded.
