run_id,lane,strategy,portfolio_id,portfolio_role,role,instrument_family,credibility_tier,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,exposure_multiplier,standard_or_stress,cost_model,cost_model_quality,portfolio_rebalance_frequency,portfolio_sleeves,portfolio_weights,equity_weight,cash_weight,bond_weight,gold_weight,crypto_weight,strategy_weight,max_single_sleeve_weight,average_portfolio_turnover,rebalance_count,unavailable_sleeves,availability_notes,spread_slippage_per_side,annual_financing_rate,financing_cost_assumption,target_vol_annualized,realized_vol_window,exposure_cap,average_exposure,max_exposure,min_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,catastrophic_loss,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes
20260601_040922,etf_validated_lane,current_no_cash_proxy_alpha_AB,,,,daily_etf,ETF evidence lane; not a real-money recommendation,existing_evidence_latest,from_existing_evidence,from_existing_evidence,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,3392.201266116984,3402.011905114574,0.130733755372328,0.13400396837152462,4002.011905114574,3392.2012661169842,-609.8106389975896,-0.1523760182267952,False,True,True,2016-01-04,trailing_drawdown,3402.011905114574,0.0,0.0,True,True,,True,True,,,,,False,,190.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,approximate,evidence/latest/strategy_variant_results.csv summary_drawdown,Variant equity curve is not present in compact evidence; stop-enforced equity is approximated from summary max drawdown.,balanced_speculative_research_v1,hard_stop,1.0163510649959828,1.3400396837152464,1.0050297627864346,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,stop_enforced_metric_quality_approximate;final_validation_completed_false;project_stop_hit,Loaded from evidence/latest/strategy_variant_results.csv; stop equity is approximated from summary drawdown because variant equity curves are not in compact evidence.
20260601_040922,etf_validated_lane,current_no_cash_proxy_alpha_AB,,,,daily_etf,ETF evidence lane; not a real-money recommendation,existing_evidence_latest,from_existing_evidence,from_existing_evidence,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,3239.9316755965556,3264.3987370391933,0.07997722519885175,0.08813291234639786,3864.3987370391933,3239.9316755965574,-624.4670614426359,-0.161594882913425,False,True,True,2015-12-03,trailing_drawdown,3264.3987370391933,0.0,0.0,True,True,,True,True,,,,,False,,188.0,,SPY_200d_trend_model,,False,False,watchlist,watchlist,project stop hit,approximate,evidence/latest/strategy_variant_results.csv summary_drawdown,Variant equity curve is not present in compact evidence; stop-enforced equity is approximated from summary max drawdown.,balanced_speculative_research_v1,hard_stop,1.0407784357377265,0.8813291234639776,0.6609968425979832,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,stop_enforced_metric_quality_approximate;final_validation_completed_false;project_stop_hit,Loaded from evidence/latest/strategy_variant_results.csv; stop equity is approximated from summary drawdown because variant equity curves are not in compact evidence.
20260601_040922,etf_benchmark,SPY_buy_hold,,,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,22883.48304840306,2752.9007161024706,6.62782768280102,-0.08236642796584315,22883.48304840306,1506.706989878106,-3427.702294326209,-0.551894317086492,True,True,True,2008-07-02,trailing_drawdown,2752.9007161024706,-9.491343024630169,-0.003435914534025042,True,True,2007-07-12,True,False,2012-09-06,131.0,1431.0,377.0,False,0.9997951659156084,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.712837157210348,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_040922,etf_benchmark,SPY_buy_hold,,,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,22872.05983191051,2751.526494320048,6.624019943970169,-0.08282450189331725,22872.05983191051,1505.9548561185754,-3425.991218031686,-0.5518943170864918,True,True,True,2008-07-02,trailing_drawdown,2751.526494320048,-9.187090759054172,-0.0033277956861254535,True,True,2007-07-12,True,False,2012-09-06,131.0,1431.0,377.0,False,0.9997951659156084,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,5.709985363386143,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_040922,etf_benchmark,SPY_200d_trend_model,,,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,14440.403682680057,2966.663066194596,3.8134678942266858,-0.011112311268468011,14440.403682680057,2562.091252446425,-2031.3188369707868,-0.2145300486335285,False,True,True,2010-06-22,trailing_drawdown,2966.663066194596,-32.261452325544724,-0.01075767400156659,True,True,2009-12-24,True,True,2010-03-16,751.0,805.0,873.0,False,0.9791069233920524,106.0,211.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.3855313949513115,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_040922,etf_benchmark,SPY_200d_trend_model,,,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,12992.590697243422,2903.4862307113303,3.3308635657478076,-0.03217125642955654,12992.590697243422,2522.668085143741,-2043.994597379662,-0.22314703608429534,False,True,True,2010-06-22,trailing_drawdown,2903.4862307113303,-40.06125810002277,-0.013609856220189634,True,True,2010-01-07,True,True,2010-03-23,759.0,810.0,873.0,False,0.9791069233920524,106.0,211.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,hard_stop,3.4066576622994367,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,ETF benchmark computed directly for compact challenge audit.
20260601_040922,etf_benchmark,BIL_cash_proxy,,,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,3870.8587865925588,3870.8587865925588,0.2902862621975195,0.2902862621975195,3870.8587865925588,2998.5,-24.50801348259529,-0.007800799339387976,False,False,False,,,,0.0,0.0,True,True,2022-11-09,True,True,2023-07-19,3992.0,4163.0,,False,0.9791069233920524,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,normal,0.04084668913765881,2.902862621975196,2.1771469664813967,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,ETF benchmark computed directly for compact challenge audit.
20260601_040922,etf_benchmark,BIL_cash_proxy,,,,daily_etf_benchmark,ETF benchmark,data/cache adjusted OHLCV,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,3868.922389000432,3868.922389000432,0.2896407963334773,0.2896407963334773,3868.922389000432,2997.0,-24.495753345813227,-0.007800799339396774,False,False,False,,,,0.0,0.0,True,True,2022-11-16,True,True,2023-07-20,3997.0,4164.0,,False,0.9791069233920524,1.0,1.0,,,False,False,benchmark,benchmark_only,benchmark,exact,computed_from_cached_adjusted_benchmark_equity_curve,Computed by challenge audit from cached adjusted SPY/BIL prices; raw OHLCV not copied into evidence.,balanced_speculative_research_v1,normal,0.04082625557635538,2.896407963334773,2.17230597250108,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,ETF benchmark computed directly for compact challenge audit.
20260601_040922,diversified_portfolio_challenge,portfolio_spy200d_100_v1,portfolio_spy200d_100_v1,baseline_candidate,diversified_portfolio_diagnostic,diversified ETF portfolio,tier3_candidate_validation,data/cache adjusted ETF prices plus existing fixed-rule sleeve return streams,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,portfolio_monthly_rebalance_spread_slippage_with_embedded_sleeve_costs,exact,monthly,SPY_200d_trend_model,SPY_200d_trend_model: 1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,all sleeves available,0.0005,0.0,0.0,,,,,,,,,,14433.183480838648,2965.179734661499,3.811061160279549,-0.011606755112833711,14433.183480838648,2560.810206820202,-2030.303177552294,-0.21453004863352876,False,True,True,2010-06-22,trailing_drawdown,2965.179734661499,-31.945321599383988,-0.010658654877497153,True,True,2009-12-24,True,True,2010-03-16,751.0,805.0,873.0,False,1.0,1.0,1.0,SPY_200d_trend_model,,False,False,diagnostic,too_risky,diversified portfolio hit project stop,exact,monthly_rebalanced_portfolio_of_sleeve_return_streams,Computed from reconstructed portfolio equity curve; raw OHLCV excluded from compact evidence.,balanced_speculative_research_v1,hard_stop,3.3838386292538236,0.0,0.0,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,satellite,False,leverage_or_exposure_diagnostic;final_validation_completed_false;project_stop_hit,"Fixed predeclared monthly rebalanced diversified portfolio diagnostic. No weight optimization, leverage, shorting, margin, broker integration, or real-money recommendation."
20260601_040922,diversified_portfolio_challenge,portfolio_spy200d_80_bil_20_v1,portfolio_spy200d_80_bil_20_v1,defensive_mix,diversified_portfolio_diagnostic,diversified ETF portfolio,tier3_candidate_validation,data/cache adjusted ETF prices plus existing fixed-rule sleeve return streams,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,portfolio_monthly_rebalance_spread_slippage_with_embedded_sleeve_costs,exact,monthly,SPY_200d_trend_model;BIL_cash_proxy,BIL_cash_proxy: 0.2 SPY_200d_trend_model: 0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.8,1.0,1.0,,all sleeves available,0.0005,0.0,0.0,,,,,,,,,,11321.74556148121,2895.4822243684757,2.7739151871604033,-0.0348392585438414,11321.74556148121,2667.5795846016226,-1312.8715152656005,-0.17494946224600677,False,True,True,2010-08-11,trailing_drawdown,2895.4822243684757,-10.406497786856107,-0.003581175599572679,True,True,2010-01-05,True,True,2010-03-23,757.0,810.0,908.0,False,1.0,1.0,1.0,SPY_200d_trend_model,,False,False,diagnostic,too_risky,diversified portfolio hit project stop,exact,monthly_rebalanced_portfolio_of_sleeve_return_streams,Computed from reconstructed portfolio equity curve; raw OHLCV excluded from compact evidence.,balanced_speculative_research_v1,hard_stop,2.188119192109334,0.0,0.0,True,True,True,too_risky,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,leverage_or_exposure_diagnostic;final_validation_completed_false;project_stop_hit,"Fixed predeclared monthly rebalanced diversified portfolio diagnostic. No weight optimization, leverage, shorting, margin, broker integration, or real-money recommendation."
