run_id,lane,strategy,portfolio_id,portfolio_role,family_id,family_group,family_role,independent_family_account,shared_capital_with_other_families,portfolio_mix,role,instrument_family,credibility_tier,implementation_status,run_allowed,run_status,blocked_reason,data_source,start_date,end_date,starting_equity,target_300_equity,target_400_equity,absolute_stop_equity,trailing_drawdown_dollars,project_stop_mode,leverage_model,leverage_multiplier,exposure_multiplier,standard_or_stress,rolling_method,sampled_results_are_final,final_validation_completed,cost_model,cost_model_quality,portfolio_rebalance_frequency,portfolio_sleeves,portfolio_weights,equity_weight,cash_weight,bond_weight,gold_weight,crypto_weight,strategy_weight,max_single_sleeve_weight,average_portfolio_turnover,rebalance_count,unavailable_sleeves,availability_notes,spread_slippage_per_side,annual_financing_rate,financing_cost_assumption,target_vol_annualized,realized_vol_window,exposure_cap,average_exposure,max_exposure,min_exposure,percent_time_cash,percent_time_reduced_exposure,percent_time_full_exposure,unconditional_final_equity,stop_enforced_final_equity,total_return_unconditional,total_return_stop_enforced,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,equity_at_first_project_stop,stop_overshoot_dollars,stop_overshoot_pct,target_300_hit,target_300_before_stop,target_300_first_date,target_400_hit,target_400_before_stop,target_400_first_date,days_to_target_300,days_to_target_400,days_to_first_stop,catastrophic_loss,time_in_market,number_of_trades_or_rebalances,turnover_estimate,benchmark_name,benchmark_stop_enforced_final_equity,benchmark_target_300_before_stop,benchmark_target_400_before_stop,result_status,audit_verdict,main_failure_mode,stop_enforced_metric_quality,stop_enforced_metric_source,stop_enforced_metric_notes,risk_framework_name,risk_band,risk_budget_used_pct,target_300_progress_pct,target_400_progress_pct,drawdown_warning_hit,drawdown_review_hit,hard_stop_hit,risk_framework_verdict,exposure_policy_status,instrument_risk_role,paper_forward_allowed_by_risk_framework,promotion_blockers,notes
20260601_235426,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,False,False,leading_practical_etf_candidate,broad_etf_trend,tier3_candidate_validation,implemented,True,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,14440.403682680057,2966.663066194596,3.8134678942266858,-0.011112311268468011,14440.403682680057,2562.091252446425,-2031.3188369707868,-0.2145300486335285,False,True,True,2010-06-22,trailing_drawdown,2966.663066194596,-32.261452325544724,-0.01075767400156659,True,True,2009-12-24,True,True,2010-03-16,751.0,805.0,873.0,False,0.9791069233920524,106.0,211.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,3.3855313949513115,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,SPY_200d_trend_model,,,family_broad_etf_spy200d_v1,broad_etf_trend,leading_practical_etf_candidate,True,False,False,leading_practical_etf_candidate,broad_etf_trend,tier3_candidate_validation,implemented,True,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,12992.590697243422,2903.4862307113303,3.3308635657478076,-0.03217125642955654,12992.590697243422,2522.668085143741,-2043.994597379662,-0.22314703608429534,False,True,True,2010-06-22,trailing_drawdown,2903.4862307113303,-40.06125810002277,-0.013609856220189634,True,True,2010-01-07,True,True,2010-03-23,759.0,810.0,873.0,False,0.9791069233920524,106.0,211.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,3.4066576622994367,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,False,False,aggressive_equity_benchmark,broad_etf_buy_hold,benchmark,implemented,True,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,22883.48304840306,2752.9007161024706,6.62782768280102,-0.08236642796584315,22883.48304840306,1506.706989878106,-3427.702294326209,-0.551894317086492,True,True,True,2008-07-02,trailing_drawdown,2752.9007161024706,-9.491343024630169,-0.003435914534025042,True,True,2007-07-12,True,False,2012-09-06,131.0,1431.0,377.0,False,0.9997951659156084,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,5.712837157210348,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,SPY_buy_hold,,,family_broad_etf_spy_buy_hold_v1,broad_etf_buy_hold,aggressive_equity_benchmark,True,False,False,aggressive_equity_benchmark,broad_etf_buy_hold,benchmark,implemented,True,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,22872.05983191051,2751.526494320048,6.624019943970169,-0.08282450189331725,22872.05983191051,1505.9548561185754,-3425.991218031686,-0.5518943170864918,True,True,True,2008-07-02,trailing_drawdown,2751.526494320048,-9.187090759054172,-0.0033277956861254535,True,True,2007-07-12,True,False,2012-09-06,131.0,1431.0,377.0,False,0.9997951659156084,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,5.709985363386143,0.0,0.0,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,core,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,False,False,defensive_benchmark,cash_treasury_proxy,benchmark,implemented,True,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,3870.8587865925588,3870.8587865925588,0.2902862621975195,0.2902862621975195,3870.8587865925588,2998.5,-24.50801348259529,-0.007800799339387976,False,False,False,,,,0.0,0.0,True,True,2022-11-09,True,True,2023-07-19,3992.0,4163.0,,False,0.9791069233920524,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,watchlist,independent family diagnostic requires ranking review,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,normal,0.04084668913765881,2.902862621975196,2.1771469664813967,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,BIL_cash_proxy,,,family_cash_treasury_bil_v1,cash_treasury_proxy,defensive_benchmark,True,False,False,defensive_benchmark,cash_treasury_proxy,benchmark,implemented,True,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,3868.922389000432,3868.922389000432,0.2896407963334773,0.2896407963334773,3868.922389000432,2997.0,-24.495753345813227,-0.007800799339396774,False,False,False,,,,0.0,0.0,True,True,2022-11-16,True,True,2023-07-20,3997.0,4164.0,,False,0.9791069233920524,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,watchlist,independent family diagnostic requires ranking review,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,normal,0.04082625557635538,2.896407963334773,2.17230597250108,False,False,False,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,True,final_validation_completed_false,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,False,False,bond_defensive_benchmark,bond_treasury_etf,benchmark,implemented_if_data_available,true_if_data_available,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,5603.538024058889,5662.46251372709,0.8678460080196297,0.8874875045756965,6298.277071124356,2941.18056227118,-1506.8469366203026,-0.23924748301860643,False,True,True,2022-03-14,trailing_drawdown,5662.46251372709,-35.81455739726607,-0.0062851554865160884,True,True,2007-11-26,True,True,2008-01-17,226.0,262.0,3825.0,False,0.9997951659156084,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,2.5114115610338374,8.874875045756966,6.656156284317724,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,IEF_buy_hold,,,family_bond_treasury_ief_v1,bond_treasury_etf,bond_defensive_benchmark,True,False,False,bond_defensive_benchmark,bond_treasury_etf,benchmark,implemented_if_data_available,true_if_data_available,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,5600.744994525092,5659.640113849184,0.8669149981750306,0.8865467046163946,6295.13775560686,2939.714559160401,-1506.0958632843422,-0.2392474830186067,False,True,True,2022-03-14,trailing_drawdown,5659.640113849184,-35.49764175767632,-0.006232973332862565,True,True,2007-11-26,True,True,2008-01-17,226.0,262.0,3825.0,False,0.9997951659156084,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,2.5101597721405704,8.865467046163946,6.64910028462296,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,defensive_benchmark,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,GLD_buy_hold,,,family_gold_gld_v1,gold_commodity_etf,gold_defensive_benchmark,True,False,False,gold_defensive_benchmark,gold_commodity_etf,benchmark,implemented_if_data_available,true_if_data_available,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,standard,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.0005,0.0,0.0,,,,,,,,,,20082.33680300823,4131.341801422975,5.694112267669411,0.3771139338076581,23875.21771820372,2896.8982134880935,-4586.3133139167585,-0.4555501273425687,False,True,True,2008-04-29,trailing_drawdown,4131.341801422975,-43.220260563382,-0.010353244225770778,True,True,2007-04-20,True,True,2007-09-17,74.0,177.0,332.0,False,0.9997951659156084,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,7.643855523194597,3.771139338076582,2.8283545035574367,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,satellite,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
20260601_235426,independent_family_challenge,GLD_buy_hold,,,family_gold_gld_v1,gold_commodity_etf,gold_defensive_benchmark,True,False,False,gold_defensive_benchmark,gold_commodity_etf,benchmark,implemented_if_data_available,true_if_data_available,completed,,data/cache adjusted ETF prices; computed_from_cached_adjusted_prices,2007-01-03,2026-05-29,3000.0,3300.0,3400.0,2400.0,600.0,both,none,1.0,1.0,stress,all_possible,True,True,spread_slippage_per_side,exact,,,,,,,,,,,,,,,0.001,0.0,0.0,,,,,,,,,,20072.187898268723,4129.253966984177,5.690729299422908,0.37641798899472567,23863.15202522019,2895.43422330124,-4583.995552921868,-0.4555501273425698,False,True,True,2008-04-29,trailing_drawdown,4129.253966984177,-42.89519972932794,-0.010281319774364023,True,True,2007-04-20,True,True,2007-09-17,74.0,177.0,332.0,False,0.9997951659156084,1.0,1.0,SPY_200d_trend_model,,False,False,watchlist,too_risky,family hit project stop,exact,computed_from_independent_family_equity_curve,"Each family row uses its own independent $3,000 account; no shared capital and no portfolio mix.",balanced_speculative_research_v1,hard_stop,7.639992588203113,3.764179889947257,2.8231349174604428,True,True,True,incomplete_evidence,paper_forward_eligible_if_candidate_validated,satellite,False,final_validation_completed_false;project_stop_hit,Independent family challenge row; not a portfolio allocation and not a real-money recommendation.
